id;Comp. Word;Frequency;Grammatical Feature;Pronunciation;English Translation;heisig_numbers;max_heisig_numbers
412;反発;26444;light-verb -suru attached;はんぱつ;opposition;(779, 1840);1840
413;認識;26281;light-verb -suru attached;にんしき;recognition;(643, 521);643
414;連盟;26031;general noun;れんめい;league;(305, 1558);1558
415;再開;25989;light-verb -suru attached;さいかい;reopening;(1956, 1750);1956
416;成立;25909;light-verb -suru attached;せいりつ;coming into existence;(386, 462);462
417;発見;25903;light-verb -suru attached;はっけん;discovery;(1840, 61);1840
418;延長;25877;light-verb -suru attached;えんちょう;extension;(419, 2070);2070
419;殺人;25860;general noun;さつじん;murder;(1607, 1023);1607
420;人々;25857;general noun;ひとびと;each person;(1023, 9999);9999
421;拉致;25758;light-verb -suru attached;らち;taking captive;(696, 818);818
422;起訴;25691;light-verb -suru attached;きそ;prosecution;(565, 1221);1221
423;通信;25666;light-verb -suru attached;つうしん;correspondence;(1511, 1043);1511
424;部門;25528;general noun;ぶもん;division;(1988, 1743);1988
425;政党;25507;general noun;せいとう;political party;(407, 860);860
426;毎日;25492;possible to use as an adverb;まいにち;every day;(497, 12);497
427;周辺;25411;general noun;しゅうへん;circumference;(339, 302);339
428;厚生;25220;general noun;こうせい;welfare;(132, 1675);1675
429;否定;25189;light-verb -suru attached;ひてい;negation;(1303, 408);1303
430;生徒;25147;general noun;せいと;pupil;(1675, 943);1675
431;段階;25141;general noun;だんかい;grade;(2003, 1406);2003
432;一時;25126;possible to use as an adverb;いちじ;one o'clock;(1, 171);171
433;出版;25091;light-verb -suru attached;しゅっぱん;publication;(829, 1298);1298
434;活躍;24951;light-verb -suru attached;かつやく;activity;(154, 1379);1379
435;業界;24924;general noun;ぎょうかい;business world;(1931, 266);1931
436;本社;24853;general noun;ほんしゃ;head office;(224, 1173);1173
437;十分;24845;adjectival noun, na-adjective;じゅうふん;plenty;(10, 844);844
438;地球;24820;general noun;ちきゅう;the earth;(554, 1005);1005
439;年齢;24811;general noun;ねんれい;age;(1114, 1505);1505
440;対抗;24777;light-verb -suru attached;たいこう;opposition;(1862, 700);1862
441;上昇;24763;light-verb -suru attached;じょうしょう;rising;(50, 43);50
442;勢力;24763;general noun;せいりょく;influence;(1633, 922);1633
443;会場;24762;general noun;かいじょう;assembly hall;(814, 584);814
444;軍事;24725;general noun;ぐんじ;military affairs;(323, 1240);1240
445;準備;24649;light-verb -suru attached;じゅんび;preparation;(606, 1267);1267
446;決議;24585;light-verb -suru attached;けつぎ;resolution;(1770, 692);1770
447;掲載;24536;light-verb -suru attached;けいさい;publication;(726, 383);726
448;殺害;24481;light-verb -suru attached;さつがい;killing;(1607, 1671);1671
449;条約;24460;general noun;じょうやく;treaty;(319, 1462);1462
450;宣言;24453;light-verb -suru attached;せんげん;declaration;(200, 357);357
451;現代;24448;general noun;げんだい;nowadays;(275, 1080);1080
452;逆転;24438;light-verb -suru attached;ぎゃくてん;change;(2109, 449);2109
453;大幅;24362;adjectival noun, na-adjective;おおはば;big;(112, 435);435
454;成績;24323;general noun;せいせき;results;(386, 1662);1662
455;行為;24317;light-verb -suru attached;こうい;act;(938, 2067);2067
456;努力;24297;light-verb -suru attached;どりょく;great effort;(929, 922);929
457;立場;24297;general noun;たちば;standpoint;(462, 584);584
458;危険;24234;adjectival noun, na-adjective;きけん;danger;(1520, 1802);1802
459;独立;24217;light-verb -suru attached;どくりつ;independence;(561, 462);561
460;役員;24176;general noun;やくいん;officer;(949, 59);949
461;一番;24155;possible to use as an adverb;いちばん;best;(1, 2058);2058
462;最初;24147;general noun;さいしょ;beginning;(884, 431);884
463;変化;24126;light-verb -suru attached;へんか;change;(1882, 1083);1882
464;工場;24107;general noun;こうじょう;factory;(80, 584);584
465;構造;24054;general noun;こうぞう;structure;(1959, 299);1959
466;家庭;23975;general noun;かてい;home;(580, 634);634
467;国立;23939;general noun;こくりつ;national;(624, 462);624
468;雇用;23926;light-verb -suru attached;こよう;employment;(1164, 1265);1265
469;修正;23910;light-verb -suru attached;しゅうせい;amendment;(1858, 405);1858
470;交流;23834;light-verb -suru attached;こうりゅう;exchange;(1368, 826);1368
471;会合;23826;light-verb -suru attached;かいごう;meeting;(814, 269);814
472;回答;23747;light-verb -suru attached;かいとう;reply;(630, 1018);1018
473;大切;23719;adjectival noun, na-adjective;たいせつ;important;(112, 89);112
474;郵政;23704;general noun;ゆうせい;postal system;(1990, 407);1990
475;連勝;23681;light-verb -suru attached;れんしょう;consecutive victories;(305, 1294);1294
476;営業;23646;light-verb -suru attached;えいぎょう;business;(1111, 1931);1931
477;世代;23605;general noun;せだい;generation;(28, 1080);1080
478;分析;23604;light-verb -suru attached;ぶんせき;analysis;(844, 1207);1207
479;当初;23520;possible to use as an adverb;とうしょ;at first;(1236, 431);1236
480;認定;23470;light-verb -suru attached;にんてい;authorization;(643, 408);643
481;一緒;23453;light-verb -suru attached;いっしょ;together;(1, 1444);1444
482;分野;23368;general noun;ぶんや;field;(844, 1722);1722
483;大量;23294;adjectival noun, na-adjective;たいりょう;large quantity;(112, 189);189
484;輸入;23175;light-verb -suru attached;ゆにゅう;importation;(307, 842);842
485;指示;23077;light-verb -suru attached;しじ;indication;(711, 1167);1167
486;方向;23028;general noun;ほうこう;direction;(529, 195);529
487;本格;22986;general noun;ほんかく;original method or procedure;(224, 312);312
488;能力;22916;general noun;のうりょく;ability;(2160, 922);2160
489;料理;22895;light-verb -suru attached;りょうり;cooking;(1262, 283);1262
490;製造;22883;light-verb -suru attached;せいぞう;manufacture;(448, 299);448
491;不明;22860;adjectival noun, na-adjective;ふめい;unknown;(1302, 20);1302
492;人事;22832;general noun;じんじ;personnel affairs;(1023, 1240);1240
493;実験;22707;light-verb -suru attached;じっけん;experiment;(1694, 2134);2134
494;児童;22658;general noun;じどう;children;(62, 468);468
495;球団;22582;general noun;きゅうだん;baseball team;(1005, 625);1005
496;設立;22547;light-verb -suru attached;せつりつ;establishment;(765, 462);765
497;購入;22424;light-verb -suru attached;こうにゅう;purchase;(1958, 842);1958
498;通算;22400;light-verb -suru attached;つうさん;total;(1511, 1017);1511
499;登場;22376;light-verb -suru attached;とうじょう;entry;(1838, 584);1838
500;終了;22315;light-verb -suru attached;しゅうりょう;end;(1452, 101);1452
501;各国;22263;general noun;かっこく;each nation;(311, 624);624
502;戦後;22252;possible to use as an adverb;せんご;postwar period;(2079, 1479);2079
503;成功;22232;light-verb -suru attached;せいこう;success;(386, 927);927
504;不正;22200;adjectival noun, na-adjective;ふせい;injustice;(1302, 405);1302
505;前回;22165;possible to use as an adverb;ぜんかい;previous time;(309, 630);630
506;直後;22145;possible to use as an adverb;ちょくご;immediately following;(77, 1479);1479
507;審査;22135;light-verb -suru attached;しんさ;judging;(2059, 1920);2059
508;緊急;22126;adjectival noun, na-adjective;きんきゅう;urgent;(1474, 1229);1474
509;事態;22051;general noun;じたい;situation;(1240, 2161);2161
510;議会;22042;general noun;ぎかい;Diet;(692, 814);814
511;株価;22040;general noun;かぶか;stock prices;(236, 1729);1729
512;無料;22035;general noun;むりょう;free;(1913, 1262);1913
513;連絡;22009;light-verb -suru attached;れんらく;to contact;(305, 1450);1450
514;社員;22006;general noun;しゃいん;company employee;(1173, 59);1173
515;同様;21958;adjectival noun, na-adjective;どうよう;identical;(192, 1003);1003
516;競争;21828;light-verb -suru attached;きょうそう;competition;(465, 1238);1238
517;直接;21821;possible to use as an adverb;ちょくせつ;direct;(77, 725);725
518;積極;21800;adjectival noun, na-adjective;せっきょく;positive;(1663, 2052);2052
519;前半;21740;general noun;ぜんはん;first half;(309, 1286);1286
520;集中;21728;light-verb -suru attached;しゅうちゅう;concentration;(601, 39);601
521;閣僚;21644;general noun;かくりょう;cabinet ministers;(1752, 1842);1842
522;主要;21572;adjectival noun, na-adjective;しゅよう;chief;(284, 1730);1730
523;悪化;21521;light-verb -suru attached;あっか;deterioration;(1951, 1083);1951
524;自己;21495;general noun;じこ;self;(36, 564);564
525;失点;21457;light-verb -suru attached;しってん;losing points;(908, 181);908
526;増加;21454;light-verb -suru attached;ぞうか;increase;(541, 932);932
527;年間;21441;general noun;ねんかん;year;(1114, 1747);1747
528;選択;21418;light-verb -suru attached;せんたく;selection;(1944, 1155);1944
529;一致;21388;light-verb -suru attached;いっち;coincidence;(1, 818);818
530;進出;21316;light-verb -suru attached;しんしゅつ;advance;(603, 829);829
531;意向;21234;general noun;いこう;intention;(654, 195);654
532;犯罪;21232;general noun;はんざい;crime;(1517, 1764);1764
533;首位;21213;general noun;しゅい;first place;(74, 1028);1028
534;拒否;21198;light-verb -suru attached;きょひ;denial;(921, 1303);1303
535;交通;21181;general noun;こうつう;traffic;(1368, 1511);1511
536;小説;21163;general noun;しょうせつ;novel;(110, 538);538
537;首都;21094;general noun;しゅと;capital city;(74, 1989);1989
538;民営;21065;general noun;みんえい;private management;(1976, 1111);1976
539;前日;21046;possible to use as an adverb;ぜんじつ;previous day;(309, 12);309
540;赤字;20959;general noun;あかじ;deficit;(1880, 197);1880
541;廃止;20940;light-verb -suru attached;はいし;abolition;(1841, 396);1841
542;体験;20929;light-verb -suru attached;たいけん;personal experience;(1030, 2134);2134
543;人生;20915;general noun;じんせい;life;(1023, 1675);1675
544;財務;20854;general noun;ざいむ;financial affairs;(737, 1313);1313
545;名誉;20839;adjectival noun, na-adjective;めいよ;honor;(117, 2089);2089
546;請求;20805;light-verb -suru attached;せいきゅう;claim;(1656, 1004);1656
547;食品;20795;general noun;しょくひん;commodity;(1582, 23);1582
548;発行;20794;light-verb -suru attached;はっこう;issue;(1840, 938);1840
549;減少;20773;light-verb -suru attached;げんしょう;decrease;(391, 111);391
550;達成;20771;light-verb -suru attached;たっせい;achievement;(591, 386);591
551;採用;20770;light-verb -suru attached;さいよう;use;(792, 1265);1265
552;観光;20746;light-verb -suru attached;かんこう;sightseeing;(614, 125);614
553;加盟;20701;light-verb -suru attached;かめい;participation;(932, 1558);1558
554;再建;20676;light-verb -suru attached;さいけん;rebuilding;(1956, 417);1956
555;多数;20656;possible to use as an adverb;たすう;great number;(113, 998);998
556;事情;20654;general noun;じじょう;circumstances;(1240, 1657);1657
557;信頼;20654;light-verb -suru attached;しんらい;reliance;(1043, 1794);1794
558;所得;20632;general noun;しょとく;income;(1208, 941);1208
559;統合;20631;light-verb -suru attached;とうごう;integration;(1447, 269);1447
560;撮影;20623;light-verb -suru attached;さつえい;photography;(885, 1848);1848
561;現実;20606;general noun;げんじつ;reality;(275, 1694);1694
562;週間;20598;suffix;しゅうかん;week;(340, 1747);1747
563;金利;20588;general noun;きんり;interest rates;(287, 972);972
564;貿易;20557;light-verb -suru attached;ぼうえき;trade;(1529, 1130);1529
565;継続;20465;light-verb -suru attached;けいぞく;continuation;(1470, 1445);1470
566;帰国;20436;light-verb -suru attached;きこく;return to one's country;(1316, 624);1316
567;対立;20391;light-verb -suru attached;たいりつ;confrontation;(1862, 462);1862
568;役割;20304;general noun;やくわり;part;(949, 1673);1673
569;変更;20267;light-verb -suru attached;へんこう;change;(1882, 749);1882
570;指定;20219;light-verb -suru attached;してい;designation;(711, 408);711
571;発足;20205;light-verb -suru attached;ほっそく;starting;(1840, 1372);1840
572;現地;20173;general noun;げんち;actual place;(275, 554);554
573;番号;20132;general noun;ばんごう;number;(2058, 1330);2058
574;現状;20105;general noun;げんじょう;present condition;(275, 254);275
575;輸出;20082;light-verb -suru attached;ゆしゅつ;export;(307, 829);829
576;試験;20016;light-verb -suru attached;しけん;examination;(378, 2134);2134
577;無職;19909;general noun;むしょく;without an occupation;(1913, 887);1913
578;同時;19852;general noun;どうじ;simultaneous;(192, 171);192
579;完全;19836;adjectival noun, na-adjective;かんぜん;perfection;(199, 281);281
580;長期;19833;possible to use as an adverb;ちょうき;long time period;(2070, 1902);2070
581;途中;19829;possible to use as an adverb;とちゅう;on the way;(1790, 39);1790
582;部屋;19821;general noun;へや;room;(1988, 1138);1988
583;登録;19820;light-verb -suru attached;とうろく;registration;(1838, 1226);1838
584;工事;19703;light-verb -suru attached;こうじ;construction work;(80, 1240);1240
585;特定;19699;light-verb -suru attached;とくてい;specific;(261, 408);408
586;早期;19681;general noun;そうき;early stage;(26, 1902);1902
587;演説;19676;light-verb -suru attached;えんぜつ;speech;(2163, 538);2163
588;不足;19646;light-verb -suru attached;ふそく;insufficiency;(1302, 1372);1372
